scenario_id,hour,baseline_cores,baseline_energy_core_hours,flexible_window_energy_core_hours,arrival_work_core_hours,due_work_core_hours,cumulative_arrived_core_hours,cumulative_due_core_hours
0,54,2109625.101706,2109625.101706,5573334.850342,2109625.101706,600570.175304,37647501.147815,32674736.472776
0,55,899154.091557,899154.091557,5871918.766595,899154.091557,869898.230898,38546655.239372,33544634.703674
0,56,441882.367872,441882.367872,5443902.90357,441882.367872,442261.89492,38988537.607244,33986896.598594
0,57,539144.697532,539144.697532,5540785.706182,539144.697532,475560.637151,39527682.304776,34462457.235745
0,58,321760.823029,321760.823029,5386985.89206,321760.823029,488522.811636,39849443.127805,34950980.047381
0,59,325581.224853,325581.224853,5224044.305278,325581.224853,586895.998728,40175024.352658,35537876.046109
0,60,293339.762843,293339.762843,4930488.069393,293339.762843,2109625.101706,40468364.115501,37647501.147815
0,61,199081.826368,199081.826368,3019944.794055,199081.826368,899154.091557,40667445.941869,38546655.239372
0,62,165939.058319,165939.058319,2286729.760817,165939.058319,441882.367872,40833385.000188,38988537.607244
0,63,280744.082024,280744.082024,2125591.474969,280744.082024,539144.697532,41114129.082212,39527682.304776
0,64,232944.52808,232944.52808,1819391.305517,232944.52808,321760.823029,41347073.610292,39849443.127805
0,65,173312.955938,173312.955938,1670943.438425,173312.955938,325581.224853,41520386.56623,40175024.352658
0,66,132709.238858,132709.238858,1478071.452431,132709.238858,293339.762843,41653095.805088,40468364.115501
0,67,178652.648727,178652.648727,1363384.338315,178652.648727,199081.826368,41831748.453815,40667445.941869
