method,window,workload_replay_id,solver_status,nominal_operating_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
deterministic,2025-04-01,22,optimal,15811.608669641511,16589.542674864446,126200.08860138679,1.0105520087951918,34.58825836693583,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,23,optimal,15811.608669641511,16579.290214291523,126314.77322469374,1.616019625991993,38.45180210182153,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,24,optimal,15811.608669641511,16560.277531452866,126042.6872269306,0.5173843123818467,42.34714287248126,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,25,optimal,15811.608669641511,16440.50435404063,126250.6956852042,0.9479935887338679,30.841464618299167,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,26,optimal,15811.608669641511,16763.466165307367,126216.23254344742,0.8699657466624726,45.37464530059912,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,27,optimal,15811.608669641511,16774.96350213154,126131.82324214358,0.6580907555983887,39.72644675688396,1.1368683772161603e-13,0.0,1.3322676295501878e-15,False,False,False
deterministic,2025-04-01,28,optimal,15811.608669641511,16488.511744584015,126043.46697520973,0.7683009465723223,26.932059779748425,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,29,optimal,15811.608669641511,16472.63036551072,126221.61453915019,1.4558380127970856,25.51669178281607,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,30,optimal,15811.608669641511,16707.428667628825,126178.9158882489,1.0329513527164746,30.130504304229483,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,31,optimal,15811.608669641511,16657.654607935732,126666.29318163503,0.9839918707956972,35.12790604194105,2.842170943040401e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,32,optimal,15811.608669641511,16532.3144220344,126325.51999966927,0.7362606569364878,34.1300356753781,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,33,optimal,15811.608669641511,16750.858571739154,125909.37322266829,0.8484323182215534,50.456513083835986,1.2789769243681803e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,34,optimal,15811.608669641511,16873.082594883344,125971.20943445855,1.103927330280159,40.278337636738804,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,35,optimal,15811.608669641511,16575.534090596284,126268.75899192512,0.5058117242240505,39.91677885797342,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,36,optimal,15811.608669641511,16694.42568681166,126232.08201113094,0.46300904855550695,43.47411314957469,2.5579538487363607e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,37,optimal,15811.608669641511,16594.377590790555,126414.19543687433,1.5364467969874323,29.564982698926162,8.526512829121202e-14,0.0,7.771561172376096e-16,False,False,False
deterministic,2025-04-01,38,optimal,15811.608669641511,16722.0992318992,126418.87305549622,2.0820988442912385,32.10479779224971,2.842170943040401e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,39,optimal,15811.608669641511,16587.29478308284,126068.900735777,1.5264230505508811,25.891964956571577,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,40,optimal,15811.608669641511,16464.81547568754,126256.07304683802,2.2916804698432567,31.38753509243019,2.842170943040401e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,41,optimal,15811.608669641511,16498.39607594937,126254.86408385402,1.9145594426185402,22.194246091694726,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,42,optimal,15811.608669641511,16815.59411484019,126499.59968263163,1.069537196574934,36.55665975917838,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,43,optimal,15811.608669641511,16724.1540783448,126568.14966003521,1.2686713204586788,36.40400916240474,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
